entity_id,legal_name,entity_type,status,application_date,formed_date,address_id,agent_id,building_key,is_cmra
ENT-0208,Quill Radiology Inc,Radiology,enrolled,,2008-03-10,ADDR-C0208,AGT-002,5024 Peachtree St|30309,False
ENT-0209,Gale DME LLC,DME supplier,enrolled,,2014-05-27,ADDR-C0209,AGT-007,2342 Elm St|30601,False
ENT-0210,Osei Behavioral LLC,Behavioral health,enrolled,,2011-10-21,ADDR-C0210,AGT-002,5217 Elm St|30096,False
ENT-0211,Thorpe DME Group,DME supplier,enrolled,,2023-04-21,ADDR-C0211,AGT-007,2898 Riverside Dr|30075,False
ENT-0212,Ward Home Group,Home health,enrolled,,2022-07-10,ADDR-C0212,AGT-003,2633 Elm St|31201,False
ENT-0213,Gale Radiology Group,Radiology,enrolled,,2019-07-20,ADDR-C0213,AGT-003,6773 Clairmont Rd|30601,False
ENT-0214,Marsh Family Inc,Family practice,enrolled,,2023-01-26,ADDR-C0214,AGT-001,6698 Oak Ave|31201,False
ENT-0215,York Radiology PC,Radiology,enrolled,,2019-11-07,ADDR-C0215,AGT-002,7830 Oak Ave|31901,False
ENT-0216,Cross Behavioral Group,Behavioral health,enrolled,,2011-07-06,ADDR-C0216,AGT-006,1136 Oak Ave|30075,False
ENT-0217,Benoit Family LLC,Family practice,enrolled,,2022-02-20,ADDR-C0217,AGT-004,2007 Highland Ave|31901,False
ENT-0218,Ames Family Inc,Family practice,enrolled,,2015-03-21,ADDR-C0218,AGT-000,2276 Whitlock Ave|30030,False
ENT-0219,Nolan DME LLC,DME supplier,enrolled,,2008-03-07,ADDR-C0219,AGT-000,2373 Ponce De Leon Ave|30309,False
ENT-0220,Hune Behavioral Group,Behavioral health,enrolled,,2018-05-20,ADDR-C0220,AGT-002,4441 Oak Ave|31901,False
ENT-0221,Voss Radiology PC,Radiology,enrolled,,2019-02-22,ADDR-C0221,AGT-001,1957 Baxter St|30096,False
ENT-0222,Nolan Behavioral Inc,Behavioral health,enrolled,,2018-05-01,ADDR-C0222,AGT-001,6770 Whitlock Ave|30096,False
ENT-0223,Hune Cardiology LLC,Cardiology,enrolled,,2008-01-18,ADDR-C0223,AGT-005,873 Sycamore Ln|30096,False
ENT-0224,Zane Home LLC,Home health,applying,2025-11-19,2009-10-21,ADDR-C0224,AGT-004,7798 Lakeview Dr|30060,False
ENT-0225,Cross Family Inc,Family practice,applying,2024-10-30,2017-05-08,ADDR-C0225,AGT-002,4663 Highland Ave|30901,False
ENT-0226,Nolan Behavioral PC,Behavioral health,enrolled,,2008-09-02,ADDR-C0226,AGT-006,8709 Main St|31901,False
ENT-0227,Ablett Family Group,Family practice,enrolled,,2023-11-01,ADDR-C0227,AGT-004,5578 Highland Ave|31201,False
ENT-0228,Hune Lab Inc,Lab services,enrolled,,2012-08-23,ADDR-C0228,AGT-005,7064 Ponce De Leon Ave|30060,False
ENT-0229,York DME LLC,DME supplier,enrolled,,2012-05-05,ADDR-C0229,AGT-007,9111 Baxter St|30601,False
ENT-0230,Calder Lab Inc,Lab services,applying,2024-02-24,2009-03-16,ADDR-C0230,AGT-002,1421 Highland Ave|30309,False
ENT-0231,Gale Lab PC,Lab services,enrolled,,2014-06-21,ADDR-C0231,AGT-006,2466 Sycamore Ln|31401,False
ENT-0232,Roth Radiology Inc,Radiology,enrolled,,2015-05-11,ADDR-C0232,AGT-007,6095 Main St|31901,False
ENT-0233,Udall Family PC,Family practice,enrolled,,2020-09-08,ADDR-C0233,AGT-004,7918 Elm St|31201,False
ENT-0234,Reyes Lab PC,Lab services,applying,2025-02-15,2017-08-10,ADDR-C0234,AGT-001,659 Lakeview Dr|30901,False
ENT-0235,Lund Lab LLC,Lab services,enrolled,,2014-04-10,ADDR-C0235,AGT-005,4643 Highland Ave|30075,False
ENT-0236,Ordway Cardiology LLC,Cardiology,enrolled,,2012-07-27,ADDR-C0236,AGT-000,6239 Clairmont Rd|31401,False
ENT-0237,Hune Physical LLC,Physical therapy,enrolled,,2015-11-15,ADDR-C0237,AGT-005,4754 Peachtree St|30309,False
ENT-0238,Zane Home PC,Home health,enrolled,,2013-01-10,ADDR-C0238,AGT-004,3925 Ponce De Leon Ave|30096,False
ENT-0239,Calder Radiology Inc,Radiology,enrolled,,2011-03-30,ADDR-C0239,AGT-007,2245 Ponce De Leon Ave|30601,False
ENT-0240,Vance Home Group,Home health,enrolled,,2010-10-29,ADDR-C0240,AGT-001,6740 Riverside Dr|30075,False
ENT-0241,Nolan Cardiology Inc,Cardiology,enrolled,,2016-12-04,ADDR-C0241,AGT-000,303 Baxter St|30060,False
ENT-0242,Nolan Home Inc,Home health,enrolled,,2011-10-15,ADDR-C0242,AGT-000,8397 Lakeview Dr|30075,False
ENT-0243,Hune Family Inc,Family practice,enrolled,,2017-03-24,ADDR-C0243,AGT-007,2028 Main St|30601,False
ENT-0244,Ordway Cardiology Inc,Cardiology,enrolled,,2011-03-17,ADDR-C0244,AGT-004,7690 Main St|30075,False
ENT-0245,Pike Radiology PC,Radiology,enrolled,,2013-06-03,ADDR-C0245,AGT-005,2183 Sycamore Ln|31401,False
ENT-0246,Zane Home Group,Home health,enrolled,,2015-02-22,ADDR-C0246,AGT-006,4679 Highland Ave|30030,False
ENT-0247,Hune Family LLC,Family practice,enrolled,,2021-07-11,ADDR-C0247,AGT-001,4945 Sycamore Ln|30030,False
ENT-0248,Gale Lab PC,Lab services,enrolled,,2008-10-05,ADDR-C0248,AGT-003,3974 Sycamore Ln|30075,False
ENT-0249,York Physical LLC,Physical therapy,enrolled,,2013-07-16,ADDR-C0249,AGT-007,7571 Sycamore Ln|31901,False
ENT-0250,York Lab LLC,Lab services,enrolled,,2015-04-05,ADDR-C0250,AGT-004,9893 Clairmont Rd|31401,False
ENT-0251,Hart DME LLC,DME supplier,enrolled,,2015-09-13,ADDR-C0251,AGT-003,8741 Baxter St|31201,False
ENT-0252,Marsh Radiology PC,Radiology,enrolled,,2009-02-04,ADDR-C0252,AGT-003,9471 Highland Ave|31901,False
ENT-0253,Quill Home Group,Home health,enrolled,,2018-11-19,ADDR-C0253,AGT-002,2293 Sycamore Ln|30096,False
ENT-0254,Nolan DME Group,DME supplier,enrolled,,2016-04-20,ADDR-C0254,AGT-004,935 Main St|31901,False
ENT-0255,Lund Radiology Group,Radiology,applying,2025-11-21,2013-07-30,ADDR-C0255,AGT-002,6800 Clairmont Rd|30060,False
ENT-0256,Pike Family LLC,Family practice,enrolled,,2023-05-22,ADDR-C0256,AGT-005,1985 Lakeview Dr|30601,False
ENT-0257,Thorpe Behavioral PC,Behavioral health,enrolled,,2012-01-07,ADDR-C0257,AGT-001,4579 Whitlock Ave|30075,False
ENT-0258,Lund Home Inc,Home health,enrolled,,2011-03-06,ADDR-C0258,AGT-005,9333 Oak Ave|30309,False
ENT-0259,Voss Lab LLC,Lab services,enrolled,,2022-08-14,ADDR-C0259,AGT-005,9018 Whitlock Ave|30601,False
ENT-0260,Pratt Cardiology Group,Cardiology,enrolled,,2010-02-19,ADDR-C0260,AGT-002,7525 Clairmont Rd|30601,False
ENT-0261,Pratt Home Inc,Home health,enrolled,,2016-04-10,ADDR-C0261,AGT-004,2448 Baxter St|31901,False
ENT-0262,Gale Cardiology PC,Cardiology,applying,2024-07-01,2017-05-01,ADDR-C0262,AGT-000,7967 Baxter St|31201,False
ENT-0263,Ablett Radiology PC,Radiology,applying,2026-03-02,2015-12-23,ADDR-C0263,AGT-000,3283 Sycamore Ln|31901,False
ENT-0264,Ames Behavioral LLC,Behavioral health,enrolled,,2019-06-28,ADDR-C0264,AGT-007,8568 Baxter St|31901,False
ENT-0265,Benoit Lab LLC,Lab services,enrolled,,2010-06-06,ADDR-C0265,AGT-001,1305 Highland Ave|30096,False
ENT-0266,Cross Family PC,Family practice,enrolled,,2018-11-28,ADDR-C0266,AGT-007,7232 Riverside Dr|31201,False
ENT-0267,Zane Behavioral PC,Behavioral health,enrolled,,2015-08-14,ADDR-C0267,AGT-005,3580 Baxter St|31901,False
ENT-0268,Sable Cardiology LLC,Cardiology,enrolled,,2016-05-01,ADDR-C0268,AGT-003,687 Oak Ave|30901,False
ENT-0269,Cross Radiology Inc,Radiology,enrolled,,2021-03-06,ADDR-C0269,AGT-003,9166 Whitlock Ave|30030,False
ENT-0270,Dunmore Home LLC,Home health,enrolled,,2019-12-30,ADDR-C0270,AGT-007,9078 Sycamore Ln|30075,False
ENT-0271,Vance Home Group,Home health,enrolled,,2012-06-20,ADDR-C0271,AGT-006,4467 Highland Ave|30601,False
ENT-0272,Quill Physical PC,Physical therapy,enrolled,,2008-10-22,ADDR-C0272,AGT-002,1945 Oak Ave|30075,False
ENT-0273,Lund Family Group,Family practice,enrolled,,2011-09-23,ADDR-C0273,AGT-000,2866 Ponce De Leon Ave|31401,False
ENT-0274,Ames Cardiology PC,Cardiology,applying,2024-11-17,2014-08-15,ADDR-C0274,AGT-005,7667 Baxter St|30901,False
ENT-0275,Zane Family Group,Family practice,enrolled,,2008-03-16,ADDR-C0275,AGT-005,2544 Whitlock Ave|30309,False
ENT-0276,Pike Cardiology Group,Cardiology,enrolled,,2011-04-26,ADDR-C0276,AGT-000,9794 Main St|31901,False
ENT-0277,Osei Home LLC,Home health,enrolled,,2015-08-18,ADDR-C0277,AGT-002,1269 Main St|30060,False
ENT-0278,Dunmore Cardiology PC,Cardiology,enrolled,,2013-08-27,ADDR-C0278,AGT-005,576 Main St|31201,False
ENT-0279,Hart Family Inc,Family practice,enrolled,,2014-09-22,ADDR-C0279,AGT-006,6140 Lakeview Dr|30096,False
ENT-HARBOR,Harbor Health Devices LLC,DME supplier,revoked,,2021-02-11,ADDR-4471-200,AGT-SENTINEL,4471 Peachtree Industrial Blvd|30096,True
ENT-COASTAL,Coastal Medical Supply LLC,DME supplier,applying,2026-07-08,2026-05-28,ADDR-4471-214,AGT-SENTINEL,4471 Peachtree Industrial Blvd|30096,True
ENT-TIDEWATER,Tidewater DME LLC,DME supplier,enrolled,2025-11-20,2025-11-05,ADDR-4471-231,AGT-SENTINEL,4471 Peachtree Industrial Blvd|30096,True
ENT-GULFSTREAM,Gulfstream Medical LLC,DME supplier,applying,2026-05-30,2026-01-08,ADDR-4471-200,AGT-SENTINEL,4471 Peachtree Industrial Blvd|30096,True
ENT-REDOAK,Red Oak Home Health LLC,Home health,applying,2026-06-20,2026-03-01,ADDR-REDOAK,AGT-001,4537 Clairmont Rd|31401,False
ENT-MARSHVIEW,Marshview Supply Co,DME supplier,applying,2026-06-10,2026-04-15,ADDR-4471-245,AGT-006,4471 Peachtree Industrial Blvd|30096,True
ENT-BEACON,Beacon Family Clinic,Family practice,enrolled,,2011-05-02,ADDR-BEACON,AGT-004,9914 Sycamore Ln|30309,False
ENT-CLEARPATH,Clearpath Radiology,Radiology,enrolled,,2014-09-14,ADDR-CLEARPATH,AGT-000,3905 Clairmont Rd|31201,False
ENT-NORTHSTAR,Northstar Physical Therapy,Physical therapy,enrolled,,2019-02-01,ADDR-NORTHSTAR,AGT-004,8813 Lakeview Dr|30309,False
ENT-PROBE-V1,Probe Alpha Medical LLC,DME supplier,applying,2026-06-25,2026-05-01,ADDR-4471-270,AGT-SENTINEL,4471 Peachtree Industrial Blvd|30096,True
ENT-PROBE-V2,Probe Beta Medical LLC,DME supplier,applying,2026-06-26,2026-05-02,ADDR-4471-280,AGT-SENTINEL,4471 Peachtree Industrial Blvd|30096,True
ENT-PROBE-V3,Probe Gamma Medical LLC,DME supplier,applying,2026-06-27,2026-05-03,ADDR-4471-290,AGT-PROBECLEAN,4471 Peachtree Industrial Blvd|30096,True
ENT-PROBE-V4,Probe Delta Medical LLC,DME supplier,applying,2026-06-28,2026-05-04,ADDR-PROBE-V4,AGT-PROBECLEAN,3804 Oak Ave|31401,False
